id_puerto;nom_puerto;abreviatura_pais;geometry
GBPRU;Portbury;GBR;POINT (-2.73090000000002 51.50123386799999)
GBCOY;Coryton;GBR;POINT (0.5203000000000202 51.51863386799999)
GBPEM;Pembroke;GBR;POINT (-4.924399999999991 51.68293386800002)
IEDNM;Dunmore East;IRL;POINT (-6.987000000000023 52.154933868)
NLGRQ;Groningen;NLD;POINT (6.602100000000007 53.22463386800001)
DZGHA;Ghazaouet;DZA;POINT (-1.863200000000006 35.10993386799998)
MAAHU;Al Hoceima;MAR;POINT (-3.91070000000002 35.25703386800001)
DZSKI;Skikda;DZA;POINT (6.907100000000014 36.89053386799998)
JPSMA;Soma;JPN;POINT (140.9627 37.83213387000001)
TZZNZ;Zanzibar;TZA;POINT (39.19850000000002 -6.157566131999999)
THHKT;Phuket;THA;POINT (98.39589999999998 7.876533870000003)
THPHA;Phangnga;THA;POINT (98.51237931200001 8.400341998999977)
THCHA;Chanthaburi;THA;POINT (102.113418968 12.602079113)
NZPOE;Port Chalmers;NZL;POINT (170.6671 -45.762866132)
AUSTA;Stanley;AUS;POINT (145.2991 -40.76246613199999)
AUBCH;Beachport;AUS;POINT (140.0071 -37.49386613199999)
AUPKL;Port Kembla;AUS;POINT (150.9015000000001 -34.46346613200001)
CLTOM;Tome;CHL;POINT (-72.9633 -36.62016613200001)
CLLOS;Los Vilos;CHL;POINT (-71.5104 -31.90806613199999)
BRTRM;Tramandai;BRA;POINT (-50.11110000000002 -29.972566132)
BRIBB;Imbituba;BRA;POINT (-48.64839999999998 -28.22666613199999)
AUURN;Urangan;AUS;POINT (152.8287 -25.25596613200003)
CLPIS;Pisagua;CHL;POINT (-70.2276 -19.60556613199998)
PFVAI;Vaitape;PYF;POINT (-151.7513 -16.51116613200003)
JPTRG;Tsuruga;JPN;POINT (136.0649 35.658333868)
MYWAL;Wallace Bay;MYS;POINT (117.6531 4.247333867999998)
CNYJI;Yangjiang;CHN;POINT (111.9713 21.81813386800002)
INOKH;Okha;IND;POINT (69.0831 22.47023386799998)
CNYTN;Yantian;CHN;POINT (114.2607 22.57643386799998)
JPSTO;Sakito;JPN;POINT (129.5625 33.00953386800001)
JPTKM;Takuma;JPN;POINT (133.6581 34.23183386800002)
JPMAR;Marugame;JPN;POINT (133.7491 34.26943386800002)
JPYOS;Yokosuka;JPN;POINT (139.6577 35.28433386799998)
JPHHE;Hachinohe;JPN;POINT (141.522656 40.54400644100002)
TRHER;Hereke;TUR;POINT (29.62150000000003 40.70713386800003)
TRAYA;Ayancik;TUR;POINT (34.5779 41.949533868)
JPMOR;Mori;JPN;POINT (140.5645 42.11043386799997)
JPKUH;Kushiro;JPN;POINT (144.3637 42.96753386799998)
NZKTG;Kaitangata;NZL;POINT (169.8333 -46.32636613199998)
NZTIU;Timaru;NZL;POINT (171.2581 -44.40066613200003)
NZLYT;Lyttelton;NZL;POINT (172.7173 -43.60386613200001)
NZCHC;Christchurch;NZL;POINT (172.7057 -43.554766132)
ARNEC;Necochea;ARG;POINT (-58.7038 -38.57746613199998)
NZTRG;Tauranga;NZL;POINT (176.1618999999999 -37.69416613200002)
NZDGR;Dargaville;NZL;POINT (173.8631 -35.95536613199999)
AUBUS;Busselton;AUS;POINT (115.3373 -33.64976613200002)
AUBDB;Bundaberg;AUS;POINT (152.3677 -24.86076613199998)
MYSBW;Sibu;MYS;POINT (111.8275 2.283333868)
PHJOL;Jolo;PHL;POINT (120.9985 6.056233867999993)
MYTUM;Tumpat;MYS;POINT (102.1835 6.193933867999988)
EGFAD;Fayid;EGY;POINT (32.30470000000003 30.33443386800002)
JPMII;Miike;JPN;POINT (130.4307 33.00633386800001)
JPUWA;Uwajima;JPN;POINT (132.5551 33.21883386799999)
JPINS;Innoshima;JPN;POINT (133.185555952 34.27879893800002)
JPITO;Itozaki;JPN;POINT (133.087180762 34.38997117899999)
AUTSV;Townsville;AUS;POINT (146.8231 -19.26206613199997)
SGSLT;Seletar;SGP;POINT (103.8359 1.409533867999983)
VELEC;La Estacada;VEN;POINT (-71.52600000000001 10.70573386799998)
PHJPM;Jose Panganiban;PHL;POINT (122.659257899 14.297195187)
PHLIN;Lingayen;PHL;POINT (120.1429000000001 16.03713386800001)
INBHU;Bhavnagar;IND;POINT (72.13249999999999 21.78113386799998)
KRPUS;Pusan;KOR;POINT (129.0617 35.12373386799999)
KPWON;Wonsan;PRK;POINT (127.4331 39.16793386799998)
JPNSR;Noshiro;JPN;POINT (140.0395 40.20933386799999)
CNYIK;Yingkou;CHN;POINT (122.2701 40.68923386799997)
TRTUZ;Tuzla;TUR;POINT (29.32549999999998 40.82713386799998)
RUKOR;Korsakov;RUS;POINT (142.7703 46.61763386799998)
FITKU;Turku;FIN;POINT (22.21929999999998 60.442533868)
CNWUH;Wuhan;CHN;POINT (114.2735 30.56483386799999)
TRIST;Istanbul;TUR;POINT (28.99450000000002 41.03413386800003)
TRCKZ;Canakkale;TUR;POINT (26.40230000000003 40.14833386800001)
ARBUE;Buenos Aires;ARG;POINT (-58.37470000000002 -34.60256613199999)
MGRVA;Farafangana;MDG;POINT (47.830713446 -22.81379073099998)
CLVAP;Valparaiso;CHL;POINT (-71.63310000000001 -33.03666613199999)
BRTUB;Tubarao;BRA;POINT (-40.24939999999998 -20.27956613200001)
BRBEL;Belem;BRA;POINT (-48.50790000000001 -1.443466132000026)
SVAQJ;Acajutla;SLV;POINT (-89.8374 13.577733868)
BSFPO;Freeport;BHS;POINT (-78.63240000000002 26.51503386799999)
IDDUM;Dumai;IDN;POINT (101.4499 1.684833867999998)
VEPBL;Puerto Cabello;VEN;POINT (-68.0093 10.47953386799998)
CUCFG;Cienfuegos;CUB;POINT (-80.4479 22.13133386800001)
MXTPB;Topolobampo;MEX;POINT (-109.0452 25.60093386800003)
CLQTV;Quintero;CHL;POINT (-71.55059999999997 -32.77976613200002)
CLGYC;Guayacan;CHL;POINT (-71.3612 -29.96016613199998)
CLTTC;Taltal;CHL;POINT (-70.48349999999999 -25.39756613200001)
VEPCN;Punta Cardon;VEN;POINT (-70.23250000000002 11.62553386799999)
TRAYV;Ayvalik;TUR;POINT (26.69009999999997 39.31993386800002)
MXAVD;Alvarado;MEX;POINT (-95.74329999999998 18.80133386799997)
MXSRL;Santa Rosalia;MEX;POINT (-112.2583 27.33803386800002)
TRINE;Inebolu;TUR;POINT (33.75069999999999 41.98453386800003)
PETYL;Talara;PER;POINT (-81.28210000000001 -4.575666131999981)
SRICK;Nieuw Nickerie;SUR;POINT (-57.00130000000001 5.94973386800001)
BBBGI;Bridgetown;BRB;POINT (-59.625 13.09953386799998)
IDWGP;Waingapu;IDN;POINT (120.2577 -9.650066132000006)
NIPSN;Puerto Sandino;NIC;POINT (-86.7638 12.19493386800002)
PRPSE;Ponce;PRI;POINT (-66.63729999999998 17.98433386800002)
PRGUY;Guayanilla;PRI;POINT (-66.75889999999998 18.00203386800001)
MXNAN;Nanchital;MEX;POINT (-94.40730000000002 18.05833386799998)
ARRAM;Ramallo;ARG;POINT (-60.02350000000001 -33.466666132)
LKHBA;Hambantota;LKA;POINT (81.13470000000001 6.12893386799999)
PECAB;Cabo Blanco;PER;POINT (-81.24799999999999 -4.268466132000015)
PAAGD;Aguadulce;PAN;POINT (-80.47570000000002 8.215833868000004)
CUBAN;Banes;CUB;POINT (-75.6927 20.92673386799999)
GFQKR;Kourou;GUF;POINT (-52.6465 5.147133868000026)
GTCHR;Champerico;GTM;POINT (-91.91643974599998 14.291491189)
IDJKT;Jakarta;IDN;POINT (106.814242508 -6.121433211999999)
IDTPP;Tanjung Priok;IDN;POINT (106.8745 -6.103666130000022)
ASPPG;Pago Pago;ASM;POINT (-170.6909 -14.28116613200001)
EGPSD;Port Said;EGY;POINT (32.30090000000001 31.24333386799998)
PGLAE;Lae;PNG;POINT (146.9797 -6.734966132000011)
IDKOE;Kupang;IDN;POINT (123.591350339 -10.15477118699999)
MZINE;Chinde;MOZ;POINT (36.45330000000001 -18.57596613200002)
IDBIT;Bitung;IDN;POINT (125.2055 1.449133870000026)
COSMR;Santa Marta;COL;POINT (-74.2011 11.26413387000002)
ECPUN;Puna;ECU;POINT (-79.90050000000002 -2.754366131999973)
ECDUN;Duran;ECU;POINT (-79.87610000000001 -2.184866132000025)
ILHAD;Hadera;ISR;POINT (34.88718664599998 32.46307601799998)
DEHAM;Hamburg;DEU;POINT (9.98090000000002 53.54633386799998)
DENOE;Norddeich;DEU;POINT (7.157699999999977 53.62533386799998)
GBGOO;Goole;GBR;POINT (-0.8720000000000141 53.70583386800001)
IEDRO;Drogheda;IRL;POINT (-6.329999999999984 53.71733386800003)
GBWTB;Whitby;GBR;POINT (-0.6204000000000178 54.49043386800003)
DKNTD;Nysted;DNK;POINT (11.73410000000001 54.665133868)
DKKTD;Kerteminde;DNK;POINT (10.65929999999997 55.451133868)
DKKOL;Kolding;DNK;POINT (9.509500000000003 55.48953386800002)
GBOKK;Old Kilpatrick;GBR;POINT (-4.450499999999977 55.91413386800002)
GBASG;Ardrishaig;GBR;POINT (-5.449000000000012 56.02153386800001)
INMAL;Malpe;IND;POINT (74.69490000000002 13.34653386799999)
GBNBW;North Berwick;GBR;POINT (-2.717199999999991 56.06033386799999)
DKRAN;Randers;DNK;POINT (10.06729999999999 56.45713386800003)
DKMRR;Mariager;DNK;POINT (9.987900000000025 56.65193386800001)
SESTQ;Strangnas;SWE;POINT (17.04809999999998 59.378433868)
NOLYS;Lysaker;NOR;POINT (10.61189999999999 59.90193386800001)
SESAE;Sandarne;SWE;POINT (17.18029999999999 61.26033386799998)
FIHAU;Haukipudas;FIN;POINT (25.32470000000001 65.19643386799999)
AOMSZ;Namibe;AGO;POINT (12.14109999999999 -15.19486613200002)
USSBZ;Sheboygan;USA;POINT (-87.69740000000002 43.749833868)
ZAELS;East London;ZAF, MWI, ZWE;POINT (27.90910000000002 -33.02836613199997)
USHNL;Honolulu;USA;POINT (-157.8698 21.30873386799999)
USPOT;Port Tampa;USA;POINT (-82.53179999999998 27.879133868)
USAAF;Apalachicola;USA;POINT (-84.9873 29.71693386800001)
USELS;El Segundo;USA;POINT (-118.4152 33.90033386800002)
USDVT;Davant;USA;POINT (-89.84059999999999 29.59733386800002)
USPSD;Pasadena;USA;POINT (-95.21690000000001 29.72073387)
USCXM;Cameron;USA;POINT (-93.32159999999999 29.786033868)
USEVT;Everett;USA;POINT (-122.2207 47.96663386799997)
USHPW;Hopewell;USA;POINT (-77.2835 37.30593386800001)
USSMK;San Mateo;USA;POINT (-122.302 37.57253386799999)
FRANT;Antibes;FRA;POINT (7.122700000000009 43.58893386800003)
SEWAL;Wallhamn;SWE;POINT (11.70549999999997 58.00953386800001)
GRJSI;Skiathos;GRC;POINT (23.50130000000001 39.17013386799999)
ESSAG;Sagunto;ESP;POINT (-0.2112000000000194 39.65273386799998)
FRBIQ;Biarritz;FRA;POINT (-1.566899999999976 43.487133868)
SEFOR;Forsmark;SWE;POINT (18.2269 60.39003386799999)
NOMON;Mongstad;NOR;POINT (5.031900000000007 60.81393386799999)
GBTOR;Torquay;GBR;POINT (-3.536999999999978 50.46513386800001)
GRPAR;Parga;GRC;POINT (20.38830000000002 39.28813386799999)
FRDRZ;Douarnenez;FRA;POINT (-4.342600000000004 48.09913386800002)
FRPAR;Paris;FRA;POINT (2.33929999999998 48.86043386799997)
PTFAO;Faro;PRT;POINT (-7.941599999999994 37.013633868)
PTPRM;Portimao;PRT;POINT (-8.528399999999976 37.13053386799999)
ESDNA;Denia;ESP;POINT (0.1184999999999832 38.83613386799999)
GRKER;Keramoti;GRC;POINT (24.71969999999999 40.87123386799999)
FRBOD;Bordeaux;FRA;POINT (-0.5656000000000176 44.839733868)
NOLNG;Lyngor;NOR;POINT (9.122099999999989 58.64193386800002)
SEOTT;Otterbacken;SWE;POINT (14.0437 58.95643386799998)
SEENK;Enkoping;SWE;POINT (17.07330000000002 59.60463386800001)
SENOE;Norrtalje;SWE;POINT (18.73009999999999 59.75703386800001)
FILPP;Lappeenranta;FIN;POINT (28.14949999999999 61.07813386800001)
MGMJN;Mahajanga;MDG;POINT (46.32286939699998 -15.72721467600002)
USATW;Appleton;USA;POINT (-88.43680000000001 44.23683386800002)
PHBIY;Davao;PHL;POINT (125.648484879 7.097074028000009)
SEKMH;Kopmanholmen;SWE;POINT (18.5917 63.17873386799999)
CYLMS;Limassol;CYP;POINT (33.06450000000001 34.68093386800001)
PKGWD;Gwadar;PAK;POINT (62.334349524 25.11326463)
SEAHU;Ahus;SWE;POINT (14.32209999999998 55.932333868)
IDDAS;Dabo;IDN;POINT (104.56379072 -0.499562893000018)
USLUT;Lewiston;USA;POINT (-79.04180000000002 43.16213386800001)
CAHAM;Hamilton;CAN;POINT (-79.75110000000001 43.25063386800002)
PGWWK;Wewak;PNG;POINT (143.6257000000001 -3.560166132000006)
IDAMA;Amamapare;IDN;POINT (136.840682434 -4.826525568000022)
PGLOR;Lorengau;PNG;POINT (147.3673 -2.046366132000003)
USSRP;Searsport;USA;POINT (-68.92829999999998 44.45473386800001)
CACHA;Charlottetown;CAN;POINT (-63.12889999999999 46.23053386800001)
CAMOU;Moosonee;CAN;POINT (-80.66390000000001 51.26713386799997)
CAZMT;Masset;CAN;POINT (-132.1437 54.038333868)
USDNA;Donaldsonville;USA;POINT (-90.99700000000001 30.10813386799998)
USCLB;Clinton;USA;POINT (-72.52109999999999 41.26753386799999)
USPVC;Provincetown;USA;POINT (-70.18529999999998 42.05673386799998)
USAEN;Alsen;USA;POINT (-73.87380000000002 42.22553386800001)
CACWL;Cornwall;CAN;POINT (-74.74340000000001 45.01503386799999)
USKAL;Kalama;USA;POINT (-122.8534 46.01143386799998)
USOLM;Olympia;USA;POINT (-122.8966 47.04653386799998)
CAHOD;Holyrood;CAN;POINT (-53.13830000000002 47.38643386799998)
CAGPE;Gaspe;CAN;POINT (-64.48320000000001 48.82753386799999)
USFRP;Freeport;USA;POINT (-95.35070000000002 28.94703386800001)
USSAN;San Diego;USA;POINT (-117.1153 32.65163386799998)
USPAY;Perth Amboy;USA;POINT (-74.2672 40.51353386800002)
USYAR;Yarmouth;USA;POINT (-70.18079999999998 43.79733386800001)
FRLEH;Le Havre;FRA;POINT (0.108099999999979 49.485333868)
CANNO;Nanaimo;CAN;POINT (-123.9351 49.166033868)
CASPD;Springdale;CAN;POINT (-56.09570000000002 49.497333868)
USANC;Anchorage;USA;POINT (-149.9306 61.206333868)
DKGRA;Grasten;DNK;POINT (9.600700000000018 54.90973386799999)
GBTAY;Tayport;GBR;POINT (-2.948599999999999 56.44063386800002)
GBBUC;Buckie;GBR;POINT (-2.955499999999972 57.68533386799999)
GRKAK;Katakolon;GRC;POINT (21.3227 37.64933386799999)
GRPER;Perama;GRC;POINT (23.56670000000003 37.96333386800001)
ITMSN;Messina;ITA;POINT (15.5675 38.17573386800001)
ITPIO;Piombino;ITA;POINT (10.54450000000003 42.93213386799999)
SEOAX;Oaxen;SWE;POINT (17.71609999999998 58.957233868)
DEGLU;Gluckstadt;DEU;POINT (9.399499999999989 53.74763386799998)
USVLO;Vallejo;USA;POINT (-122.2675 38.07693386800003)
USPYP;Piney Point;USA;POINT (-76.52760000000001 38.13563386800001)
USNQS;New Castle;USA;POINT (-75.55869999999999 39.65353386800001)
USCDE;Camden;USA;POINT (-75.12920000000003 39.92753386800001)
USWOH;Woods Hole;USA;POINT (-70.67039999999997 41.52333386800001)
DEEME;Emden;DEU;POINT (7.201900000000023 53.35773386800003)
JPSAK;Sakai;JPN;POINT (135.41883092 34.55545111800001)
CVMIN;Mindelo;CPV;POINT (-24.99639511100003 16.88842539699999)
NOHRY;Heroya;NOR;POINT (9.587499999999977 59.10233386800002)
NOMAY;Maloy;NOR;POINT (5.039499999999975 61.934833868)
GBCAN;Canvey Island;GBR;POINT (0.6084999999999923 51.51673386800002)
GBWTS;Whitstable;GBR;POINT (1.006500000000017 51.35673386799999)
FRBAY;Bayonne;FRA;POINT (-1.46629999999999 43.49543386800002)
ROMED;Medgidia;ROU;POINT (28.27769999999998 44.254133868)
FRLIB;Libourne;FRA;POINT (-0.2436000000000149 44.90773386799998)
FRMXN;Morlaix;FRA;POINT (-3.831299999999999 48.58073386799998)
FRLAI;Lannion;FRA;POINT (-3.471400000000017 48.73573386800001)
GBPEN;Penzance;GBR;POINT (-5.532800000000009 50.11683386800001)
DEDUI;Duisburg;DEU;POINT (6.752700000000004 51.40733386800002)
GBFIS;Fishguard;GBR;POINT (-4.97320000000002 52.00333386800003)
GBBMR;Beaumaris;GBR;POINT (-4.101600000000019 53.26503386799999)
GBPSU;Port Sunlight;GBR;POINT (-2.978599999999972 53.34933386799997)
PHVNV;Villanueva;PHL;POINT (124.76157687 8.57646201)
PHMSC;Masinloc;PHL;POINT (119.9485 15.53133387000003)
PHNAS;Nasipit;PHL;POINT (125.3434999999999 8.988133867999977)
PHSJI;San Jose;PHL;POINT (121.93661824 10.74022452000003)
JPSKD;Sakaide;JPN;POINT (133.8522596190001 34.35663813000002)
JPFSK;Fushiki;JPN;POINT (137.115092212 36.77315995800001)
DZAAE;Annaba;DZA;POINT (7.780899999999974 36.90793386799999)
TZLDI;Lindi;TZA;POINT (39.7165 -9.999166132000028)
TZTGT;Tanga;TZA;POINT (39.1087 -5.065566132000015)
JPKRH;Uraga;JPN;POINT (139.718672656 35.22457357500002)
RULAZ;Lazarev;RUS;POINT (141.5173 52.212233868)
JPIWN;Iwanai;JPN;POINT (140.5073 42.98293386799998)
AUBUY;Bunbury;AUS;POINT (115.6419 -33.32176613199999)
AUWYA;Whyalla;AUS;POINT (137.5913 -33.03826613199999)
AUTHE;Thevenard;AUS;POINT (133.6501 -32.14616613200002)
AUCFS;Coffs Harbour;AUS;POINT (153.1439 -30.30356613200001)
BRANT;Antonina;BRA;POINT (-48.70209999999997 -25.44406613199999)
AUPHE;Port Hedland;AUS;POINT (118.5715 -20.30036613200002)
BRMCZ;Maceio;BRA;POINT (-35.7276 -9.673366132000012)
TVFUN;Funafuti;TUV;POINT (179.1897 -8.497666132000006)
MYLGG;Lingga;MYS;POINT (111.1669 1.364533868000024)
BNSER;Seria;BRN;POINT (114.3009 4.612933868000027)
COTRB;Turbo;COL;POINT (-76.74079999999998 8.070533867999984)
PHCVE;Cavite;PHL;POINT (120.9047 14.48093386800002)
JPSMN;Sakaiminato;JPN;POINT (133.2477 35.53163386799997)
TRCID;Cide;TUR;POINT (33.0111 41.91653386799999)
JPNEM;Nemuro;JPN;POINT (145.5757 43.32713386799998)
JPRMI;Rumoi;JPN;POINT (141.6409 43.94733386799999)
RUKDT;Kronshtadt;RUS;POINT (29.77510000000001 59.98853386799999)
RUPRI;Primorsk;RUS;POINT (28.62450000000001 60.36253386800001)
RUBER;Beringovskiy;RUS;POINT (179.3445 63.05473386800003)
AULST;Launceston;AUS;POINT (147.1267 -41.440166132)
AUULV;Ulverstone;AUS;POINT (146.1819 -41.154866132)
CLCRR;Corral;CHL;POINT (-73.4248 -39.885366132)
AUPTJ;Portland;AUS;POINT (141.6065 -38.33316613199997)
AUMEL;Melbourne;AUS;POINT (144.9465 -37.82426613199999)
ARSFE;San Fernando;ARG;POINT (-58.50529999999998 -34.45256613200002)
BRPOA;Porto Alegre;BRA;POINT (-51.22890000000001 -30.05766613200001)
AUCVQ;Carnarvon;AUS;POINT (113.6555 -24.893966132)
NCPOR;Poro;NCL;POINT (165.7109 -21.30826613200003)
AUMKY;Mackay;AUS;POINT (149.1777 -21.143966132)
MYBAT;Batu Pahat;MYS;POINT (102.9261 1.83673386800001)
MYMUA;Muar;MYS;POINT (102.5639 2.045333868)
SRSMA;Smalkalden;SUR;POINT (-55.08679999999998 5.617933868000023)
VEGUT;Guanta;VEN;POINT (-64.57999999999998 10.25123386799999)
PHIGN;Iligan;PHL;POINT (124.2349 8.227733867999973)
INDAM;Daman;IND;POINT (72.82490000000001 20.41023386799998)
JPSZK;Senzaki;JPN;POINT (131.2057 34.39363386799999)
JPKWS;Kawasaki;JPN;POINT (139.7601 35.53053386800002)
JPCHO;Choshi;JPN;POINT (140.8291 35.73653386799998)
CNDDG;Dandong;CHN;POINT (124.3663 40.10293386799998)
JPKIS;Kamaishi;JPN;POINT (141.8913 39.27053386799997)
CNSHP;Qinhuangdao;CHN;POINT (119.5953 39.91373386800001)
JPSAM;Samani;JPN;POINT (142.9151000000001 42.12393386799999)
JPOTU;Otsu;JPN;POINT (143.6513 42.693433868)
JPANA;Anan;JPN;POINT (134.6883 33.92903386799998)
AUQDN;Eden;AUS;POINT (149.9003 -37.07266613199999)
AUFRE;Fremantle;AUS;POINT (115.7599 -32.09836613200002)
BRPHB;Parnaiba;BRA;POINT (-41.7149 -2.882366132000016)
BNKUB;Kuala Belait;BRN;POINT (114.1772999999999 4.589333867999983)
BNMUA;Muara;BRN;POINT (115.0667 5.018933867999976)
MYTGG;Kuala Terengganu;MYS;POINT (103.1463 5.335533868000027)
PHSNG;Sangi;PHL;POINT (123.6399 10.38643386799998)
CNBAS;Basuo;CHN;POINT (108.6183 19.09663386800003)
INPUR;Puri;IND;POINT (85.8261 19.79183386800003)
JPKIK;Kikuma;JPN;POINT (132.8519 34.04173386799999)
INALF;Alleppey;IND;POINT (76.3175 9.495733868000002)
JPTHS;Toyohashi;JPN;POINT (137.3135 34.69643386799999)
KPHAE;Haeju;PRK;POINT (125.7171 38.00973386800001)
JPSGM;Shiogama;JPN;POINT (141.0319 38.32143386799999)
JPSKT;Sakata;JPN;POINT (139.8348999999999 38.91293386799998)
JPOFT;Ofunato;JPN;POINT (141.7231 39.05623386799999)
JPMUR;Muroran;JPN;POINT (140.9647 42.33503386799998)
RUVNN;Vanino;RUS;POINT (140.2673 49.083133868)
RUONG;Onega;RUS;POINT (38.0967 63.90353386800001)
CNWHI;Wuhu;CHN;POINT (118.3379 31.34773386799998)
CNNKG;Nanjing;CHN;POINT (118.7227 32.087233868)
AROYA;Goya;ARG;POINT (-59.2851 -29.14576613200001)
PECLL;Callao;PER;POINT (-77.14580000000001 -12.04916613199998)
VECUM;Puerto Sucre;VEN;POINT (-64.18669999999997 10.45943386800002)
IDCBN;Cirebon;IDN;POINT (108.5489 -6.661966131999975)
IDBDJ;Banjarmasin;IDN;POINT (114.5661 -3.315166132000002)
CRLIO;Puerto Limon;CRI;POINT (-83.03300000000002 9.990333867999993)
PABLB;Balboa;PAN;POINT (-79.56130000000002 8.960033867999982)
IDREM;Rembang;IDN;POINT (111.336293211 -6.701659667999991)
IDBKS;Bengkulu;IDN;POINT (102.251934857 -3.785950033999995)
IDNNX;Nunukan;IDN;POINT (117.6559 4.141333868000004)
DMRSU;Roseau;DMA;POINT (-61.3954 15.29273386800003)
TRMUD;Mudanya;TUR;POINT (28.86369999999999 40.39413386799998)
TRKRB;Karabiga;TUR;POINT (27.30009999999999 40.41463386800001)
TRSIC;Sinop;TUR;POINT (35.15230000000003 42.01783386800003)
CLPMC;Puerto Montt;CHL;POINT (-72.94940000000003 -41.48226613200001)
CLSVE;San Vicente;CHL;POINT (-73.12959999999998 -36.72856613200003)
GYQSK;New Amsterdam;GUY;POINT (-57.524 6.248333867999975)
CUBCA;Baracoa;CUB;POINT (-74.5027 20.35413386800002)
CUANT;Antilla;CUB;POINT (-75.74279999999999 20.83713386800002)
MXPGO;Progreso;MEX;POINT (-89.65050000000002 21.29243386799999)
SVLUN;La Union;SLV;POINT (-87.84199999999998 13.333133868)
JMPMO;Port Morant;JAM;POINT (-76.31380000000001 17.88973386800001)
MXSBS;San Blas;MEX;POINT (-105.2802 21.52973386799999)
TRFET;Fethiye;TUR;POINT (29.11509999999998 36.625933868)
TRRIZ;Rize;TUR;POINT (40.52109999999999 41.02533386800002)
CUNIQ;Niquero;CUB;POINT (-77.58780000000002 20.053933868)
LKKNK;Kankesanturai;LKA;POINT (80.05110000000002 9.812033868000015)
ARCNQ;Corrientes;ARG;POINT (-58.85160000000002 -27.49376613200002)
TTLAB;La Brea;TTO;POINT (-61.62740000000002 10.24183386800001)
HNSLO;San Lorenzo;HND;POINT (-87.4511 13.40973386799999)
JMSRI;Salt River;JAM;POINT (-77.16309999999999 17.81783386799998)
GBCRT;Carrington;GBR;POINT (-2.340899999999976 53.46803386800002)
PRBQN;Aguadilla;PRI;POINT (-67.1549 18.42853386799999)
PEPAC;Pacasmayo;PER;POINT (-79.57499999999999 -7.410066131999997)
PACHG;Chiriqui Grande;PAN;POINT (-82.11180000000002 8.927633867999987)
JMBLR;Black River;JAM;POINT (-77.85610000000003 18.02273386799999)
CUJUC;Jucaro;CUB;POINT (-78.8578 21.617333868)
EGSUZ;Suez;EGY;POINT (32.55000000000001 29.9667)
IDUPG;Makassar;IDN;POINT (119.399357492 -5.129780643000004)
ECGYE;Guayaquil;ECU;POINT (-79.87920000000003 -2.203566131999992)
NGLOS;Lagos;NGA;POINT (3.389661794000006 6.436721740999985)
IDBPN;Balikpapan;IDN;POINT (116.8183 -1.258766130000026)
THSAT;Sattahip;THA;POINT (100.931783386 12.62418583900001)
WSAPW;Apia;WSM;POINT (-171.7553 -13.82426613199999)
KMDZA;Dzaoudzi;MYT;POINT (45.233050746 -12.77864288699999)
KELAU;Lamu;KEN;POINT (40.9083 -2.277066132000016)
IDSKW;Singkawang;IDN;POINT (108.96654536 0.9186543299999812)
HTCAP;Cap-Haitien;HTI;POINT (-72.19220000000001 19.75953386999998)
EGAKI;Abu Qir;EGY;POINT (30.06670000000003 31.31670000000003)
LRHAR;Harper;LBR;POINT (-7.725300000000004 4.372533868000005)
IRKHO;Khorramshahr;IRN;POINT (48.1737 30.42853386799999)
GHAXI;Axim;GHA;POINT (-2.246500000000026 4.86613386800002)
IRLVP;Lavan;IRN;POINT (53.33010000000002 26.79463386800001)
VNPHU;Phu My;VNM;POINT (107.02393764 10.59835190899997)
SLBTE;Bonthe;SLE;POINT (-12.50006319599999 7.529693139000017)
IDDJB;Jambi;IDN;POINT (103.6197 -1.586766130000001)
SHSHN;Jamestown;SHN;POINT (-5.715899999999976 -15.90866613200001)
GBHUL;Hull;GBR;POINT (-0.3380000000000223 53.73993386799998)
DEWIS;Wismar;DEU;POINT (11.45429999999999 53.89943386800002)
IEGRN;Greenore;IRL;POINT (-6.132499999999993 54.029933868)
GBNRY;Newry;GBR;POINT (-6.343700000000013 54.16893386800001)
GBWIG;Wigtown;GBR;POINT (-4.434500000000014 54.86403386799998)
GBPAL;Palnackie;GBR;POINT (-3.831000000000017 54.87613386800001)
DKODE;Odense;DNK;POINT (10.40030000000002 55.39853386800002)
SESKO;Skoghall;SWE;POINT (13.47309999999999 59.318433868)
DKSTR;Struer;DNK;POINT (8.604300000000023 56.49173386799998)
GBPRT;Portree;GBR;POINT (-6.190800000000024 57.41823386800002)
NOMEN;Menstad;NOR;POINT (9.654499999999985 59.14803386800003)
NOFAX;Fagerstrand;NOR;POINT (10.59730000000002 59.730133868)
NOODD;Odda;NOR;POINT (6.544100000000014 60.076133868)
FIHEL;Helsinki;FIN;POINT (24.9375 60.15793386799999)
NONHS;Norheimsund;NOR;POINT (6.159299999999973 60.36593386800001)
FIISN;Isnas;FIN;POINT (26.03230000000002 60.40393386800002)
ISAKR;Akranes;ISL;POINT (-22.07909999999998 64.328633868)
SEHAA;Haparanda;SWE;POINT (24.15690000000001 65.84163386799997)
USMUI;Munising;USA;POINT (-86.6533 46.41213386800001)
MZBEL;Bela Vista;MOZ;POINT (32.67790000000002 -26.34536613199998)
PGGUR;Alotau;PNG;POINT (150.4511 -10.30866613199998)
SBXYA;Yandina;SLB;POINT (159.2057 -9.078966132000005)
USHUB;Huron;USA;POINT (-82.58550000000002 41.40913386800003)
USMEZ;Menasha;USA;POINT (-88.4522 44.20493386800001)
